k_mult,rmse_bf_weighted_train,rmse_prior_baseline_train,rmse_eb_league_train
0.5,1.0121870273906164,1.0312858712872366,0.9870824205149722
1.0,0.9984185404402917,1.0312858712872366,0.9701600984296376
2.0,0.9958561486314443,1.0312858712872366,0.9699052340279707
4.0,1.0007435867564811,1.0312858712872366,0.9816581070645531
