k_mult,rmse_pa_weighted_train,rmse_prior_baseline_train
0.5,0.0451218871549963,0.041581915572509225
1.0,0.042865864086848914,0.041581915572509225
2.0,0.04155149631867991,0.041581915572509225
4.0,0.04109115067141204,0.041581915572509225
